CastID,Name,DOB
1517976,"Chris Pine
(I)",1980-8-26
2295540,"Natalie Morales
(II)",1985-2-15
2430511,Edwin R. Habacon,
1209966,"Oscar Isaac
(I)",1979-3-9
2336966,Greta Lee,1983-3-7
11742345,Milo Coy,
0085312,"Jack Black
(I)",1969-8-28
1563349,Lee Eddy,
0936315,"Bill Wise
(I)",
6890499,Natalie L'Amoreaux,
5946818,Josh Wiggins,1998-11-2
10523267,Jessica Brynn Cohen,
11742543,"Sam Chipman
(II)",
11607815,Danielle Guilbot,
1157048,Zachary Levi,1980-9-29
1412974,"Glen Powell
(I)",1988-10-21
13059252,Reese Armstrong,
11716859,"Natalie Joy
(VI)",
6872480,Suzanne Deal Booth,
10669206,"Mia Gonzalez
(III)",
13562196,Alexander Fink,
6320288,Zia Kinzy,
13562197,"Noah Randall
(IV)",
0000117,Neve Campbell,1973-10-3
0001073,Courteney Cox,1964-6-15
0000274,"David Arquette
(I)",1971-9-8
0000240,Skeet Ulrich,1970-1-20
0000106,"Drew Barrymore
(I)",1975-2-22
0413996,"Roger Jackson
(VI)",1958-7-13
0909384,Kevin Patrick Walls,
0095673,"David Booth
(II)",
0368938,Carla Hatley,
0372967,Lawrence Hecht,
0114868,W. Earl Brown,1963-9-7
0000535,"Rose McGowan
(I)",1973-9-5
0766881,"Lois Saunders
(I)",
0924178,Joseph Whipp,1941-7-12
0000498,Matthew Lillard,1970-1-24
0005085,"Jamie Kennedy
(I)",1970-5-25
0063482,"Lisa Beach
(I)",
0452919,Tony Kilbert,
0000206,Keanu Reeves,1964-9-2
0005251,Carrie-Anne Moss,1967-8-21
5584344,Yahya Abdul-Mateen II,1986-7-15
2676147,"Jonathan Groff
(II)",1985-3-26
3725055,Jessica Henwick,1992-8-30
0000439,Neil Patrick Harris,1973-6-15
0000586,Jada Pinkett Smith,1971-9-18
1231899,Priyanka Chopra Jonas,1982-7-18
0000207,"Christina Ricci
(I)",1980-2-12
0933727,Lambert Wilson,1958-8-3
2255271,Andrew Lewis Caldwell,1989-7-25
5255496,Toby Onwumere,
0726262,Max Riemelt,1984-1-7
3615382,Joshua Grothe,1987-10-2
1668284,"Brian J. Smith
(II)",1981-10-12
2057853,Eréndira Ibarra,
0814077,Michael X. Sommers,
1635257,L. Trey Wilson,
0342970,Dave Grohl,1969-1-14
0578829,Nate Mendel,1968-12-2
0751942,Pat Smear,1959-8-5
1011269,"Taylor Hawkins
(I)
(1972–2022)",1972-2-17
1927881,Rami Jaffee,1969-3-11
1360806,Chris Shiflett,1971-5-6
1579753,Whitney Cummings,1982-9-4
0307531,Jeff Garlin,1962-6-5
0343678,"Leslie Grossman
(I)",1971-10-25
4911194,Jenna Ortega,2002-9-27
2804164,Marti Matulis,1970-7-4
1324954,"Kerry King
(I)",1964-6-3
0287182,Will Forte,1970-6-17
1875808,"Jason Trost
(I)",
1275506,"Mike Escamilla
(I)",
0005360,Lionel Richie,1949-6-20
0000118,"John Carpenter
(I)",1948-1-16
0801051,Jimmi Simpson,1975-11-21
5016878,"Jacob Tremblay
(I)",2006-10-5
6244013,Jack Dylan Grazer,2003-9-3
11735922,"Emma Berman
(II)",2008-8-1
7184459,Saverio Raimondo,1984-1-20
0748973,Maya Rudolph,1972-7-27
0057349,Marco Barricelli,1958-8-2
0300712,Jim Gaffigan,1966-7-7
0812307,Peter Sohn,1977-10-18
7445017,Lorenzo Crisci,
0557457,Marina Massironi,1963-5-16
0478731,Gino La Monica,1944-3-14
0553036,"Sandy Martin
(I)",1949-3-3
5521198,"Giacomo Gianniotti
(I)",1989-6-19
0672330,"Elisa Gabrielli
(I)",1959-0-0
0562775,Mimi Maynard,1949-1-5
0056187,Sacha Baron Cohen,1971-10-13
0266908,Francesca Fanti,
0629618,"Jonathan Nichols
(I)",
0004951,"Brad Garrett
(I)",1960-4-14
0738918,Lou Romano,1972-4-15
0652663,Patton Oswalt,1969-1-27
0000453,"Ian Holm
(1931–2020)",1931-9-12
0001133,"Brian Dennehy
(1938–2020)",1938-7-9
0812307,Peter Sohn,1977-10-18
0000564,"Peter O'Toole
(I)
(1932–2013)",1932-8-2
0000413,Janeane Garofalo,1964-9-28
0004715,Will Arnett,1970-5-4
2029107,Julius Callahan,
0001664,James Remar,1953-12-31
0001652,"John Ratzenberger
(I)",1947-4-6
0628599,Teddy Newton,1964-3-3
0297306,Tony Fucile,1964-0-0
0826039,Jake Steinfeld,1958-2-21
0083348,"Brad Bird
(I)",1957-9-24
1102177,"Stéphane Roux
(I)",
2831082,"Jack Bird
(I)",
2933542,Boyd Holbrook,1981-9-1
0717709,"Kelly Reilly
(I)",1977-7-18
0677944,Alistair Petrie,1970-9-30
3646923,Roxane Duran,1993-1-27
0079451,Nigel Betts,1963-10-15
0101400,"Stuart Bowman
(I)",
0475336,"Simon Kunz
(I)",
6076321,Amelia Crouch,2004-3-27
10498203,Max Mackintosh,
7748240,Tommy Rodger,
10441597,Áine Rose Daly,
10673378,Millie Kiss,
7596255,"Tom Sweet
(III)",
12280563,Romy Ellis,
12280564,"Parker Ellis
(III)",
1146807,"Gary Oliver
(I)",
3355471,"Richard Cunningham
(I)",
12280565,Pascale Becouze,
8467096,Barry G. Bernson,
9300501,Herb Caillouet,
0131966,"Bill Camp
(I)",1964-10-22
3864163,Raffey Cassidy,2002-8-30
0197549,Denise Dal Vera,
0268199,"Colin Farrell
(I)",1976-5-31
4422686,Barry Keoghan,1992-10-17
0000173,Nicole Kidman,1967-6-20
7768697,"Drew Logan
(II)",
0000224,Alicia Silverstone,1976-10-4
6129779,Sunny Suljic,2005-8-10
9493313,Michael Trester,
9290043,"Ming Wang
(XIV)",
8639403,Dylan Keith Adams,
9179842,Mike Ancas,
7819204,Michael Lee Bailey,
4816973,Denise Barone,
6627438,Lea Hutton Beasmore,
0001492,"Kyle MacLachlan
(I)",1959-2-22
0000515,Virginia Madsen,1961-9-11
0000768,Francesca Annis,1945-5-14
0162361,"Leonardo Cimino
(1917–2012)",1917-11-4
0000374,Brad Dourif,1950-3-18
0001207,"José Ferrer
(I)
(1912–1992)",1912-1-8
0001373,"Linda Hunt
(I)",1945-4-2
0428086,"Freddie Jones
(I)
(1927–2019)",1927-9-12
0430151,"Richard Jordan
(I)
(1937–1993)",1937-7-19
0542146,"Silvana Mangano
(1930–1989)",1930-4-21
0569239,Everett McGill,1945-10-21
0573299,"Kenneth McMillan
(I)
(1932–1989)",1932-7-2
0620756,"Jack Nance
(I)
(1943–1996)",1943-12-21
0680795,Siân Phillips,1933-5-14
0001638,Jürgen Prochnow,1941-6-10
0809544,"Paul L. Smith
(1936–2012)",1936-6-24
0001772,"Patrick Stewart
(I)",1940-7-13
0001776,"Sting
(I)",1951-10-2
0000138,Leonardo DiCaprio,1974-11-11
0000093,Brad Pitt,1963-12-18
3053338,Margot Robbie,1990-7-2
0386472,Emile Hirsch,1985-3-13
4960279,Margaret Qualley,1994-10-23
0648249,Timothy Olyphant,1968-5-20
6253548,Julia Butters,2009-4-15
2581521,"Austin Butler
(I)",1991-8-17
0266824,Dakota Fanning,1994-2-23
0001136,Bruce Dern,1936-6-4
2538735,Mike Moh,1983-8-19
0000580,"Luke Perry
(I)
(1966–2019)",1966-10-11
0507073,"Damian Lewis
(I)",1971-2-11
0000199,"Al Pacino
(I)",1940-4-25
0358749,"Nicholas Hammond
(I)",1950-5-15
6231136,"Samantha Robinson
(VI)",1991-10-19
4027445,Rafal Zawierucha,1986-10-12
4448022,Lorenza Izzo,1989-9-19
